name,bftId,level,office,party,evidence,sourceUrl,source,links,handleSource,stance,votingRecord,redLineCheck,researchNotes,addedBy,related
Tom Cotton,pol-8941bf9c,National,"US Senator, AR",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C001095). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C001095,congress.gov / congress-legislators (bioguide C001095),x.com/SenTomCotton,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Tammy Duckworth,pol-4d47e7d9,National,"US Senator, IL",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide D000622). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/D000622,congress.gov / congress-legislators (bioguide D000622),x.com/SenDuckworth,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Elizabeth Warren,pol-6bdaf956,National,"US Senator, MA",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide W000817). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/W000817,congress.gov / congress-legislators (bioguide W000817),x.com/SenWarren,,yellowflag,"SENATE VOTE (primary source, senate.gov): voted YEA on the Motion to Discharge S.J.Res 26 (119th Cong.) -- i.e. voted to ADVANCE a resolution BLOCKING an arms sale to Israel (motion rejected; 15 yea). Under the vote-disambiguation rule this is ONE arms-related vote, not an automatic red line -- some yea votes were tied to specific Gaza-humanitarian conditions rather than blanket opposition. Cross-check against the other arms-disapproval resolutions (S.J.Res 34/41/59) before hardening the stance. | NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate",,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
"Angus S. King, Jr.",pol-772f6e2f,National,"US Senator, ME",Independent,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide K000383). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/K000383,congress.gov / congress-legislators (bioguide K000383),x.com/SenAngusKing,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Steve Daines,pol-6d79d637,National,"US Senator, MT",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide D000618). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/D000618,congress.gov / congress-legislators (bioguide D000618),x.com/SteveDaines,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Kevin Cramer,pol-d3cddc1a,National,"US Senator, ND",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C001096). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C001096,congress.gov / congress-legislators (bioguide C001096),x.com/SenKevinCramer,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Deb Fischer,pol-c0c1f07b,National,"US Senator, NE",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide F000463). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/F000463,congress.gov / congress-legislators (bioguide F000463),x.com/SenatorFischer,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Tim Kaine,pol-2c04336d,National,"US Senator, VA",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide K000384). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/K000384,congress.gov / congress-legislators (bioguide K000384),,,neutral,"SENATE VOTE (primary source, senate.gov): voted YEA on the Motion to Discharge S.J.Res 26 (119th Cong.) -- i.e. voted to ADVANCE a resolution BLOCKING an arms sale to Israel (motion rejected; 15 yea). Under the vote-disambiguation rule this is ONE arms-related vote, not an automatic red line -- some yea votes were tied to specific Gaza-humanitarian conditions rather than blanket opposition. Cross-check against the other arms-disapproval resolutions (S.J.Res 34/41/59) before hardening the stance. | NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate",,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Cory A. Booker,pol-b42b872c,National,"US Senator, NJ",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001288). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001288,congress.gov / congress-legislators (bioguide B001288),x.com/SenBooker,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Ruben Gallego,pol-8ec14649,National,"US Senator, AZ",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide G000574). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/G000574,congress.gov / congress-legislators (bioguide G000574),x.com/RepRubenGallego,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Dan Sullivan,pol-c73efb7e,National,"US Senator, AK",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide S001198). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/S001198,congress.gov / congress-legislators (bioguide S001198),x.com/SenDanSullivan,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Joni Ernst,pol-c1d5fb31,National,"US Senator, IA",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide E000295). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/E000295,congress.gov / congress-legislators (bioguide E000295),x.com/SenJoniErnst,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Thom Tillis,pol-185142d4,National,"US Senator, NC",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide T000476). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/T000476,congress.gov / congress-legislators (bioguide T000476),x.com/SenThomTillis,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Mike Rounds,pol-0e784e1f,National,"US Senator, SD",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide R000605). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/R000605,congress.gov / congress-legislators (bioguide R000605),x.com/SenatorRounds,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
John Kennedy,pol-aac8f7ca,National,"US Senator, LA",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide K000393). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/K000393,congress.gov / congress-legislators (bioguide K000393),x.com/SenJohnKennedy,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Margaret Wood Hassan,pol-2617908e,National,"US Senator, NH",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide H001076). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/H001076,congress.gov / congress-legislators (bioguide H001076),x.com/SenatorHassan,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Catherine Cortez Masto,pol-042e2457,National,"US Senator, NV",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C001113). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C001113,congress.gov / congress-legislators (bioguide C001113),x.com/SenCortezMasto,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Lisa Blunt Rochester,pol-43beb378,National,"US Senator, DE",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001303). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001303,congress.gov / congress-legislators (bioguide B001303),x.com/SenLBR,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Jim Banks,pol-673c0c5f,National,"US Senator, IN",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001299). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001299,congress.gov / congress-legislators (bioguide B001299),x.com/RepJimBanks,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Roger Marshall,pol-f28c9245,National,"US Senator, KS",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide M001198). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/M001198,congress.gov / congress-legislators (bioguide M001198),x.com/SenatorMarshall,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Ted Budd,pol-594751f9,National,"US Senator, NC",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide B001305). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/B001305,congress.gov / congress-legislators (bioguide B001305),x.com/RepTedBudd,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Jacky Rosen,pol-82f2e2d8,National,"US Senator, NV",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide R000608). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/R000608,congress.gov / congress-legislators (bioguide R000608),x.com/SenJackyRosen,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
John R. Curtis,pol-ded3c582,National,"US Senator, UT",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide C001114). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/C001114,congress.gov / congress-legislators (bioguide C001114),x.com/RepJohnCurtis,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Tina Smith,pol-b23cd772,National,"US Senator, MN",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide S001203). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/S001203,congress.gov / congress-legislators (bioguide S001203),x.com/SenTinaSmith,,neutral,"SENATE VOTE (primary source, senate.gov): voted YEA on the Motion to Discharge S.J.Res 26 (119th Cong.) -- i.e. voted to ADVANCE a resolution BLOCKING an arms sale to Israel (motion rejected; 15 yea). Under the vote-disambiguation rule this is ONE arms-related vote, not an automatic red line -- some yea votes were tied to specific Gaza-humanitarian conditions rather than blanket opposition. Cross-check against the other arms-disapproval resolutions (S.J.Res 34/41/59) before hardening the stance. | NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate",,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Cindy Hyde-Smith,pol-7e04cb03,National,"US Senator, MS",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide H001079). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/H001079,congress.gov / congress-legislators (bioguide H001079),x.com/SenHydeSmith,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Elissa Slotkin,pol-ae692eb1,National,"US Senator, MI",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide S001208). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/S001208,congress.gov / congress-legislators (bioguide S001208),x.com/RepSlotkin,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Andy Kim,pol-70ce94f2,National,"US Senator, NJ",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide K000394). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/K000394,congress.gov / congress-legislators (bioguide K000394),,,neutral,"SENATE VOTE (primary source, senate.gov): voted YEA on the Motion to Discharge S.J.Res 26 (119th Cong.) -- i.e. voted to ADVANCE a resolution BLOCKING an arms sale to Israel (motion rejected; 15 yea). Under the vote-disambiguation rule this is ONE arms-related vote, not an automatic red line -- some yea votes were tied to specific Gaza-humanitarian conditions rather than blanket opposition. Cross-check against the other arms-disapproval resolutions (S.J.Res 34/41/59) before hardening the stance. | NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate",,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Rick Scott,pol-bca91f36,National,"US Senator, FL",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide S001217). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/S001217,congress.gov / congress-legislators (bioguide S001217),x.com/SenRickScott,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Josh Hawley,pol-0a10e1fb,National,"US Senator, MO",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide H001089). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/H001089,congress.gov / congress-legislators (bioguide H001089),x.com/SenHawleyPress,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Mark Kelly,pol-d4ae487a,National,"US Senator, AZ",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide K000377). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/K000377,congress.gov / congress-legislators (bioguide K000377),x.com/SenMarkKelly,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Cynthia M. Lummis,pol-d72a8308,National,"US Senator, WY",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide L000571). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/L000571,congress.gov / congress-legislators (bioguide L000571),x.com/SenLummis,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Tommy Tuberville,pol-68750cb7,National,"US Senator, AL",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide T000278). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/T000278,congress.gov / congress-legislators (bioguide T000278),x.com/SenTuberville,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
John W. Hickenlooper,pol-4d3274b2,National,"US Senator, CO",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide H000273). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/H000273,congress.gov / congress-legislators (bioguide H000273),x.com/SenatorHick,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Bill Hagerty,pol-6f12005c,National,"US Senator, TN",Republican,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide H000601). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/H000601,congress.gov / congress-legislators (bioguide H000601),x.com/SenatorHagerty,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Alex Padilla,pol-b5707218,National,"US Senator, CA",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide P000145). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/P000145,congress.gov / congress-legislators (bioguide P000145),x.com/SenAlexPadilla,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Jon Ossoff,pol-53fc2154,National,"US Senator, GA",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide O000174). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/O000174,congress.gov / congress-legislators (bioguide O000174),x.com/SenOssoff,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
Raphael G. Warnock,pol-de026d2b,National,"US Senator, GA",Democrat,"Added by the CONGRESSIONAL COVERAGE SWEEP, 18 Jul 2026, from the authoritative unitedstates/congress-legislators dataset (bioguide W000790). Primary source: official congressional record. Baseline entry -- office and party are verified; the Israel STANCE is UNRATED pending the voting-record sweep.",https://www.congress.gov/member/W000790,congress.gov / congress-legislators (bioguide W000790),x.com/SenatorWarnock,,neutral,NOT YET MEASURED -- baseline roster entry. Israel voting record to be attached from the roll-call sweep (House) / Senate sweep. Do NOT read the neutral stance as a position; it means UNRATED.,,"Layer the measured Israel vote record onto this entry (the House sweep already scored 2015-2026; the Senate sweep is the companion task). Then re-stance from evidence, not from party.",Claude (proactive),
